10.139.187.66	DESKTOP-JH1H8E8.local
204.79.197.213	a-0011.a-msedge.net
8.253.93.226	level3.cedexis-test.com.c.footprint.net
17.248.147.84	streams.fe.apple-dns.net
65.55.163.78	vs.login.msa.akadns6.net
17.252.92.24	eu-central-courier-4.push-apple.com.akadns.net
13.107.4.52	4-c-0003.c-msedge.net
152.199.19.137	cs100.wpc.chicdn.net
5.45.59.35	auth.ns1.ff.avast.com
157.240.20.16	video-frt3-2.xx.fbcdn.net
172.217.16.46	clients.l.google.com
17.248.147.13	streams.fe.apple-dns.net
17.248.147.50	streams.fe.apple-dns.net
40.77.226.250	db5.vortex.data.microsoft.com.akadns.net
17.252.28.82	eu-central-courier-4.push-apple.com.akadns.net
5.45.59.38	urlinfo.ns1.ff.avast.com
5.45.62.116	su.ns1.ff.avast.com
157.240.20.19	scontent-frt3-2.xx.fbcdn.net
17.252.28.11	eu-central-courier-4.push-apple.com.akadns.net
2.18.212.96	a198.dscg1.akamai.net
8.253.204.120	opau.download.windowsupdate.com.c.footprint.net
17.252.92.30	eu-central-courier-4.push-apple.com.akadns.net
17.252.28.85	eu-central-courier-4.push-apple.com.akadns.net
77.234.45.65	su.ns1.ff.avast.com
17.248.147.19	streams.fe.apple-dns.net
54.191.65.50	prod-lb-403698696.us-west-2.elb.amazonaws.com
216.58.205.228	www.google.com
2.18.212.136	a709.g1.akamai.net
35.186.241.51	api.mixpanel.com
216.58.209.78	redirector.gvt1.com
77.234.46.22	shepherd.ns1.ff.avast.com
23.201.177.69	e12437.g.akamaiedge.net
151.101.61.130	fastly2.cedexis.fastlylb.net
23.21.240.70	settings.crashlytics.com
17.252.92.73	eu-central-courier-4.push-apple.com.akadns.net
151.101.113.130	fastly2.cedexis.fastlylb.net
8.36.113.116	gfe.nvidia.com
